family,seed,category,n,within,between,gap,null_mean,null_sd,null_lo,null_hi,p_perm,n_perm
F_dinov3s_base,0,animals,41,0.08553572744131088,0.012979215942323208,0.0725565105676651,-3.135467953979969e-05,0.00283014950893761,-0.0049499300890602175,0.006220094161108135,0.0,5000
F_dinov3s_base,0,food_drink,44,0.04415737837553024,-0.0018767559668049216,0.046034134924411774,4.684766577556729e-05,0.00276912769103241,-0.004809983354061842,0.00611162376590073,0.0,5000
F_dinov3s_base,0,vehicles,11,0.10588294267654419,0.014696083031594753,0.09118685871362686,-4.509340072982013e-05,0.008893843475117992,-0.016168370703235267,0.018488160567358133,0.0,5000
F_dinov3s_base,0,toys,16,0.027004139497876167,0.01271238923072815,0.014291750267148018,3.787429183721542e-05,0.006304237292056146,-0.011232883716002106,0.013177274423651391,0.0178,5000
F_dinov3s_base,0,clothing,20,0.05430733412504196,0.014473777264356613,0.03983355686068535,3.4778140764683484e-05,0.005205409370087291,-0.009139265539124608,0.011227399180643253,0.0,5000
F_dinov3s_base,0,body_parts,17,0.06273224949836731,0.0067965080961585045,0.05593574047088623,5.1599518209695815e-05,0.005983358248591825,-0.010708773089572786,0.012801486905664206,0.0,5000
F_dinov3s_base,0,household,38,0.01577068865299225,0.011203576810657978,0.0045671118423342705,5.6404868885874746e-05,0.0030805066247486224,-0.005257856647949665,0.006828729296103118,0.0786,5000
F_dinov3s_base,0,furniture_rooms,25,0.05470762774348259,0.012994658201932907,0.04171296954154968,-6.72777695581317e-05,0.004222121145268322,-0.007801451254636049,0.008883734792470926,0.0,5000
F_dinov3s_base,0,outside,24,0.06309952586889267,0.00861494429409504,0.05448458343744278,1.6229912173002957e-05,0.004377031893929838,-0.007813502405770122,0.00945646606851369,0.0,5000
F_dinov3s_base,0,places,13,0.02490375004708767,0.010738064534962177,0.014165685512125492,5.97325012087822e-05,0.007746142145564082,-0.013654693053103984,0.01641174661926925,0.0432,5000
