scale,run,category,n_pairs,partial_model,p_model,partial_w2v,p_w2v
10000,F_vitb_bv_align_10000_s0,all,607,0.030952037197518777,0.44692144457700334,-0.04815018146067504,0.2365890519301086
10000,F_vitb_bv_align_10000_s0,noun,207,0.03981848914073989,0.5698647590394036,0.0569409201786443,0.4162508538975569
10000,F_vitb_bv_align_10000_s1,all,607,-0.005700439035262992,0.8886287828488229,-0.047765622240340866,0.24035816749326097
10000,F_vitb_bv_align_10000_s1,noun,207,-0.01888316042005725,0.7876225116176094,0.055335794605544275,0.4295331429195944
10000,F_vitb_bv_align_10000_s2,all,607,-0.016679984655883915,0.6819577751766062,-0.04828567823412648,0.23527101403493514
10000,F_vitb_bv_align_10000_s2,noun,207,-0.06076269956627736,0.38561112875480075,0.05163885314605167,0.4610378020426416
30000,F_vitb_bv_align_30000_s0,all,1382,0.008717062853543355,0.7461995212826168,0.10084216392715303,0.0001742742241954165
30000,F_vitb_bv_align_30000_s0,noun,570,0.003227541703035304,0.9387669184087798,0.11782594470637894,0.004889647697332562
30000,F_vitb_bv_align_30000_s1,all,1382,0.02657975335713133,0.3236271230708391,0.09896590618878025,0.00023008270702501427
30000,F_vitb_bv_align_30000_s1,noun,570,-0.020149022011576718,0.6314969773751119,0.11821012655856875,0.004750894575063806
30000,F_vitb_bv_align_30000_s2,all,1382,0.01772444876509656,0.5104559978277694,0.10038273650261595,0.00018662373449308643
30000,F_vitb_bv_align_30000_s2,noun,570,0.0749582305874387,0.07399976112648757,0.11543758120340072,0.005837327441170354
100000,F_vitb_bv_align_100000_s0,all,2901,0.014136250642529288,0.44667485461095735,0.2681980889449842,5.818683751677146e-49
100000,F_vitb_bv_align_100000_s0,noun,1205,0.01827405257249731,0.5264201106445979,0.32841766761684205,1.1306131810791448e-31
100000,F_vitb_bv_align_100000_s1,all,2901,0.07620969355342605,3.98713933082338e-05,0.2654316686047129,5.881403474074412e-48
100000,F_vitb_bv_align_100000_s1,noun,1205,0.06804363755728633,0.01821046902739163,0.3248462385058215,5.491404184858715e-31
100000,F_vitb_bv_align_100000_s2,all,2901,0.023229495934298003,0.21108918616703903,0.26754302763435817,1.0087756344455067e-48
100000,F_vitb_bv_align_100000_s2,noun,1205,-0.008654064366484412,0.7641935393110394,0.32908120275194747,8.409693583527453e-32
170000,F_vitb_bv_align_170000_s0,all,3673,0.0360808739801871,0.028789186401424836,0.26357539670891783,2.068446872817531e-59
170000,F_vitb_bv_align_170000_s0,noun,1509,0.05934845072157312,0.021177914274868863,0.3237670234242571,3.8632128256384046e-38
170000,F_vitb_bv_align_170000_s1,all,3673,0.04936930557955568,0.0027675756276355937,0.263225177672399,2.9799495553004472e-59
170000,F_vitb_bv_align_170000_s1,noun,1509,0.029444597115318653,0.2531544801204211,0.3263465160730961,9.339950441825752e-39
170000,F_vitb_bv_align_170000_s2,all,3673,0.07853482474365267,1.8911878643313866e-06,0.2624111707055081,6.9474926682520375e-59
170000,F_vitb_bv_align_170000_s2,noun,1509,0.09962822633806687,0.00010649464923320695,0.3233632172949316,4.818736946315091e-38
