scale,run,category,n_pairs,partial_model,p_model,partial_w2v,p_w2v
100000,F_dinov3l_rand_100000_s3,noun,960,0.057919947506248154,0.07300252649293024,0.27498420879989743,4.236475328410746e-18
100000,F_dinov3l_rand_100000_s4,all,2504,0.009327740331518246,0.6408978631304765,0.21902461852219962,1.447336270639211e-28
100000,F_dinov3l_rand_100000_s4,noun,935,-0.020503327983881138,0.5314216340253685,0.27077148383050526,3.7043863611959974e-17
100000,F_dinov3l_rand_100000_s5,all,2507,0.034088931161034154,0.08798292676499123,0.22517363988550193,3.58277215563401e-30
100000,F_dinov3l_rand_100000_s5,noun,960,0.04889888869517358,0.1302243823314061,0.2753373138403694,3.826238385057514e-18
100000,F_dinov3l_rand_100000_s6,all,2567,0.046273604214110614,0.019071247275884922,0.22027136526769936,1.4451050644866925e-29
100000,F_dinov3l_rand_100000_s6,noun,961,0.03360483736981016,0.2982725261092127,0.26980868194257523,1.78365022169218e-17
100000,F_dinov3l_rand_100000_s7,all,2486,0.04098923849939802,0.041039090055876866,0.2245466204920851,9.007990181603663e-30
100000,F_dinov3l_rand_100000_s7,noun,949,0.05211370734828673,0.10881695334585022,0.26709401801972193,5.995912255390451e-17
300000,F_dinov3l_rand_300000_s0,all,4131,0.058858636737436285,0.0001538996664183665,0.23056211484620318,5.825731060931945e-51
300000,F_dinov3l_rand_300000_s0,noun,1610,0.06476564248301522,0.009360173761299887,0.28007253105763885,2.2027667641626654e-30
300000,F_dinov3l_rand_300000_s1,all,3820,0.047197248324128,0.0035299761042899905,0.24941817898964003,2.995455576839277e-55
300000,F_dinov3l_rand_300000_s1,noun,1505,0.11118433001447128,1.548255405463101e-05,0.29557948330926026,1.0525256656531096e-31
300000,F_dinov3l_rand_300000_s2,all,3815,0.06203803957533765,0.0001262008273343529,0.24855406038209846,8.466618634353471e-55
300000,F_dinov3l_rand_300000_s2,noun,1486,0.12474485334596183,1.4217744973141667e-06,0.29842694282931126,6.319224132046407e-32
300000,F_dinov3l_rand_300000_s3,all,3833,0.053360653984520875,0.0009515644032323791,0.24270760318493365,1.697359826432412e-52
300000,F_dinov3l_rand_300000_s3,noun,1476,0.06157320038238047,0.01802992447949531,0.306011430426422,2.399682599791009e-33
