scale,source,kind,category,spearman,n_pairs
10000,F_vitb_bv_align_10000_s0,model,all,0.03103519753529417,607
10000,bv26a_align_10000,w2v,all,-0.04820360810761686,607
10000,F_vitb_bv_align_10000_s0,model,noun,0.03530412769992622,207
10000,bv26a_align_10000,w2v,noun,0.05388599535198831,207
10000,F_vitb_bv_align_10000_s1,model,all,-0.008638456057664627,607
10000,F_vitb_bv_align_10000_s1,model,noun,-0.014063937953305732,207
10000,F_vitb_bv_align_10000_s2,model,all,-0.016440398488262297,607
10000,F_vitb_bv_align_10000_s2,model,noun,-0.06268166530089622,207
30000,F_vitb_bv_align_30000_s0,model,all,0.002422366079698373,1382
30000,bv26a_align_30000,w2v,all,0.10049741527598034,1382
30000,F_vitb_bv_align_30000_s0,model,noun,-0.0029400939480035515,570
30000,bv26a_align_30000,w2v,noun,0.11781852556975211,570
30000,F_vitb_bv_align_30000_s1,model,all,0.03185540404887187,1382
30000,F_vitb_bv_align_30000_s1,model,noun,-0.01767150863451763,570
30000,F_vitb_bv_align_30000_s2,model,all,0.018368994508590638,1382
30000,F_vitb_bv_align_30000_s2,model,noun,0.0786030803783274,570
100000,F_vitb_bv_align_100000_s0,model,all,0.02145617205627139,2901
100000,bv26a_align_100000,w2v,all,0.26864857477983733,2901
100000,F_vitb_bv_align_100000_s0,model,noun,0.027761876587468905,1205
100000,bv26a_align_100000,w2v,noun,0.329010584925177,1205
100000,F_vitb_bv_align_100000_s1,model,all,0.08743848780431863,2901
100000,F_vitb_bv_align_100000_s1,model,noun,0.08752119486982102,1205
100000,F_vitb_bv_align_100000_s2,model,all,0.03431839911994321,2901
100000,F_vitb_bv_align_100000_s2,model,noun,0.004772812692869092,1205
170000,F_vitb_bv_align_170000_s0,model,all,0.0523416913007679,3673
170000,bv26a_align_170000,w2v,all,0.26610461951519376,3673
170000,F_vitb_bv_align_170000_s0,model,noun,0.08399172910514614,1509
170000,bv26a_align_170000,w2v,noun,0.32863102900701285,1509
170000,F_vitb_bv_align_170000_s1,model,all,0.06380422692586304,3673
170000,F_vitb_bv_align_170000_s1,model,noun,0.05040031465653048,1509
170000,F_vitb_bv_align_170000_s2,model,all,0.09083607347905132,3673
170000,F_vitb_bv_align_170000_s2,model,noun,0.11714676656365301,1509
