scale,run,category,n_pairs,partial_model,p_model,partial_w2v,p_w2v
10000,F_dinov3s_align_10000_s0,all,607,-0.00455366807385634,0.9109287925069859,-0.04813198133753055,0.2367664886294082
10000,F_dinov3s_align_10000_s0,noun,207,-0.07406737794569744,0.29003166590361557,0.05382261215138645,0.4422755242075918
10000,F_dinov3s_align_10000_s1,all,607,0.05250683028064155,0.19677790729519706,-0.047270626567057106,0.24527153571106833
10000,F_dinov3s_align_10000_s1,noun,207,0.05015810356875414,0.47400712786040344,0.05548300371944295,0.4283049123410824
10000,F_dinov3s_align_10000_s2,all,607,-0.012162721564557739,0.7650900532569148,-0.04815829591535704,0.23650997269625568
10000,F_dinov3s_align_10000_s2,noun,207,-0.02868083645470551,0.6823732379298633,0.052035562587301465,0.45759691466359315
30000,F_dinov3s_align_30000_s0,all,1382,0.032816785131846174,0.22293718562653814,0.10124604341010313,0.00016405602590572775
30000,F_dinov3s_align_30000_s0,noun,570,0.014308700629632435,0.7334178203306394,0.1181151749082747,0.004784853093427474
30000,F_dinov3s_align_30000_s1,all,1382,0.027775495879186866,0.3023289147509836,0.09986539870425643,0.00020151175589846237
30000,F_dinov3s_align_30000_s1,noun,570,-0.02493775335133412,0.552751312940642,0.11748444508052841,0.005016043566209924
30000,F_dinov3s_align_30000_s2,all,1382,0.029448341645633116,0.2741305197439289,0.10023828589158204,0.0001906733571783802
30000,F_dinov3s_align_30000_s2,noun,570,0.02966727099160149,0.48001772739500054,0.11893357094746376,0.0044992225104385835
100000,F_dinov3s_align_100000_s0,all,2901,0.06537805360204421,0.0004267437806651073,0.2654953335533149,5.578201352337993e-48
100000,F_dinov3s_align_100000_s0,noun,1205,0.11074867538106588,0.00011778327934361398,0.32076079631589804,3.2630297508473476e-30
100000,F_dinov3s_align_100000_s1,all,2901,0.04443493061527408,0.016709210695913697,0.2673953398901197,1.1417721033614256e-48
100000,F_dinov3s_align_100000_s1,noun,1205,0.10298986396585282,0.0003443515197952643,0.32445912296838103,6.509231354517853e-31
100000,F_dinov3s_align_100000_s2,all,2901,0.08392256604656667,6.027999370988634e-06,0.26610526952648134,3.357007069413778e-48
100000,F_dinov3s_align_100000_s2,noun,1205,0.11354068413829896,7.867640310739317e-05,0.3219008736255813,1.9899665932619213e-30
170000,F_dinov3s_align_170000_s0,all,3673,0.07230190907125668,1.1570394945681576e-05,0.2613478369667142,2.0897418445705547e-58
170000,F_dinov3s_align_170000_s0,noun,1509,0.09543816246484253,0.0002059945862760492,0.32212328231252596,9.478765329409322e-38
170000,F_dinov3s_align_170000_s1,all,3673,0.052126698897222296,0.0015787970900228766,0.26183110256665215,1.267665029635388e-58
170000,F_dinov3s_align_170000_s1,noun,1509,0.04483868737080587,0.081744728874875,0.3222012848927626,9.084659173329373e-38
170000,F_dinov3s_align_170000_s2,all,3673,0.05195287984043767,0.00163692841544095,0.26360279815177556,2.010147800816014e-59
170000,F_dinov3s_align_170000_s2,noun,1509,0.0678388940491913,0.008407836147070084,0.32563459427052066,1.383953830482482e-38
