scale,run,category,n_pairs,partial_model,p_model,partial_w2v,p_w2v
3000,C8_dinov3l_grid4x4_rand_3000_s0,all,186,-0.04692581672855706,0.5258957397141505,0.15005766974082313,0.04147702864321434
3000,C8_dinov3l_grid4x4_rand_3000_s1,all,117,0.0788259811193347,0.40029336269078025,0.1762362299784445,0.05843684154917291
3000,C8_dinov3l_grid4x4_rand_3000_s2,all,109,0.05625553900401239,0.563074993097885,0.2530767849659809,0.008226895473610267
3000,C8_dinov3l_grid4x4_rand_3000_s3,all,112,-0.03065941225991711,0.7493962956142842,0.11271672867896132,0.23885270895360908
3000,C8_dinov3l_grid4x4_rand_3000_s4,all,108,0.0005993400282769158,0.9951115486420373,0.11763106414639027,0.22755238236573136
3000,C8_dinov3l_grid4x4_rand_3000_s5,all,130,0.035591449547002225,0.6888373011602545,0.21949396210082756,0.012445177149607281
3000,C8_dinov3l_grid4x4_rand_3000_s6,all,133,-0.019607903302681376,0.823413748307451,0.13985734976064004,0.10972577599298569
3000,C8_dinov3l_grid4x4_rand_3000_s7,all,112,0.08033580852146088,0.4019380730939289,0.21819709016046718,0.021413099649882517
10000,C8_dinov3l_grid4x4_rand_10000_s0,all,708,0.0046902799137620126,0.9009256751471485,0.11309597223089221,0.0025995339313144997
10000,C8_dinov3l_grid4x4_rand_10000_s0,noun,184,0.030271365711722967,0.6841617098870814,0.012401954329834833,0.8676632769400588
10000,C8_dinov3l_grid4x4_rand_10000_s1,all,561,-0.023194773344100025,0.5838733585891044,0.13421899737524906,0.0014549608543576004
10000,C8_dinov3l_grid4x4_rand_10000_s1,noun,137,-0.07229845169574882,0.40290148683965366,0.004056761445849009,0.9626143902393585
10000,C8_dinov3l_grid4x4_rand_10000_s2,all,544,0.01354161756129163,0.7528839666915018,0.08162843585459731,0.0573118307670911
10000,C8_dinov3l_grid4x4_rand_10000_s2,noun,129,0.04108277461804753,0.6452051395995423,-0.07056067757757387,0.42867623634981933
10000,C8_dinov3l_grid4x4_rand_10000_s3,all,545,0.0686998383446744,0.10947718493377516,0.13619595115162103,0.0014517967023156089
10000,C8_dinov3l_grid4x4_rand_10000_s3,noun,135,-0.11064364454669456,0.20312273640393605,-0.010683583417624588,0.9024901556450307
10000,C8_dinov3l_grid4x4_rand_10000_s4,all,541,-0.0018940414457193078,0.9649748740642546,0.13747239380701287,0.001362952630395859
10000,C8_dinov3l_grid4x4_rand_10000_s4,noun,128,0.147305894343175,0.09839840993576426,-0.05155095911956672,0.5648932517992111
10000,C8_dinov3l_grid4x4_rand_10000_s5,all,540,0.004881606324668235,0.9099744591399728,0.10629030245060567,0.013551244397171631
10000,C8_dinov3l_grid4x4_rand_10000_s5,noun,123,0.004361566272954295,0.9619717855776504,-0.04579351779937773,0.6164683948061567
10000,C8_dinov3l_grid4x4_rand_10000_s6,all,568,-0.046628683930509535,0.2676615479221366,0.10316613273796503,0.013982718399301774
10000,C8_dinov3l_grid4x4_rand_10000_s6,noun,130,0.010628286858934313,0.9048455351684159,-0.06757456430694472,0.44671712890981446
10000,C8_dinov3l_grid4x4_rand_10000_s7,all,571,0.08921426935911236,0.03321013475998783,0.12179256479934197,0.003588665898507272
10000,C8_dinov3l_grid4x4_rand_10000_s7,noun,134,0.20734081975149954,0.016634712144188168,-0.055329661772665927,0.5270246678656619
30000,C8_dinov3l_grid4x4_rand_30000_s0,all,1472,0.0033672137423127278,0.8973296303255532,0.1866898166516795,5.287894025081633e-13
30000,C8_dinov3l_grid4x4_rand_30000_s0,noun,502,-0.027957706266402524,0.532406231487654,0.20337830081092484,4.455933100333945e-06
30000,C8_dinov3l_grid4x4_rand_30000_s1,all,1224,0.01142417591873696,0.6898017573423635,0.21674242906116664,1.8120005812966628e-14
30000,C8_dinov3l_grid4x4_rand_30000_s1,noun,413,-0.0268719014032872,0.5865233081355731,0.2448732088561366,4.851464683375777e-07
30000,C8_dinov3l_grid4x4_rand_30000_s2,all,1224,0.021003205681229837,0.46304520536958543,0.2258289642045342,1.3174059604221281e-15
30000,C8_dinov3l_grid4x4_rand_30000_s2,noun,409,0.06194792103880303,0.2117941484726644,0.2786017548887743,1.0408543502148933e-08
