scale,run,category,n_pairs,partial_model,p_model,partial_w2v,p_w2v
3000,F_vits_bv_rand_3000_s0,all,207,-0.011094549571239752,0.8742419489616191,-0.02888353085854064,0.6802514002638756
3000,F_vits_bv_rand_3000_s1,all,128,0.19504671788542782,0.02798601712487563,0.040007787859436,0.6551740955709696
3000,F_vits_bv_rand_3000_s2,all,129,0.09087482125623236,0.307653487507006,0.06365115480447772,0.47535670466714863
3000,F_vits_bv_rand_3000_s3,all,126,0.016608377313006698,0.8541432869080293,0.07609235877461182,0.3989961939954506
3000,F_vits_bv_rand_3000_s4,all,128,-0.09156984640087452,0.30588744161306386,-0.010667382983305709,0.9052515350776876
3000,F_vits_bv_rand_3000_s5,all,113,-0.23536970888124406,0.012483405540578122,0.059287380671978265,0.5346349281414701
3000,F_vits_bv_rand_3000_s6,all,98,-0.06856895391184849,0.5045439467251371,0.1842619500622411,0.07080163738289164
3000,F_vits_bv_rand_3000_s7,all,123,0.09039831436019119,0.3220605856128958,0.11176182504853321,0.22035475187085596
10000,F_vits_bv_rand_10000_s0,all,771,-0.022183522448346277,0.5387902744132882,0.03272977135062215,0.36441641080297515
10000,F_vits_bv_rand_10000_s0,noun,211,-0.10867392675320217,0.11639449173826838,-0.10387593977576301,0.13351538255960319
10000,F_vits_bv_rand_10000_s1,all,593,0.021636932101712802,0.5993064625227996,0.048703813616517606,0.23672490011255357
10000,F_vits_bv_rand_10000_s1,noun,135,-0.009870152484520549,0.9098818177401881,-0.03904982556205827,0.6541745601328158
10000,F_vits_bv_rand_10000_s2,all,603,-0.015350358201599218,0.7070128307196114,0.01731312015571433,0.6716108744240337
10000,F_vits_bv_rand_10000_s2,noun,143,0.10435469960401299,0.21648976482912244,-0.06826940189886313,0.4195076228226777
10000,F_vits_bv_rand_10000_s3,all,609,0.03551594591668034,0.3820019201362521,0.021422247684281713,0.59805755370682
10000,F_vits_bv_rand_10000_s3,noun,154,0.029071744104338285,0.7212984045166704,-0.08204746271777055,0.31333475878498823
10000,F_vits_bv_rand_10000_s4,all,602,0.0035277762982855575,0.9312241872963228,0.024813013550880506,0.5437675678490884
10000,F_vits_bv_rand_10000_s4,noun,133,-0.012140934753972543,0.8901083558376585,-0.08372005624792424,0.33988197971681583
10000,F_vits_bv_rand_10000_s5,all,593,-0.007354970485177158,0.8582688000830528,0.026714458660470536,0.5165110771714118
10000,F_vits_bv_rand_10000_s5,noun,146,0.020439693845079793,0.8072139695658319,-0.046317623268972735,0.5801211175757164
10000,F_vits_bv_rand_10000_s6,all,572,-0.042421568357058154,0.3115747204196145,0.06621487054406108,0.11398963743893029
10000,F_vits_bv_rand_10000_s6,noun,136,-0.12826558621481107,0.1381848924400872,-0.012146534582609468,0.8888000210482425
10000,F_vits_bv_rand_10000_s7,all,607,0.08106239467047646,0.04607758300446701,0.04234380599945212,0.2980171470434386
10000,F_vits_bv_rand_10000_s7,noun,139,0.07114046227143805,0.40701338514342633,-0.03829959563122004,0.6556047281518095
30000,F_vits_bv_rand_30000_s0,all,1595,0.04609733987634141,0.06577302359117145,0.15831025932215953,2.074976926468734e-10
30000,F_vits_bv_rand_30000_s0,noun,514,0.024089691599843532,0.586188553325249,0.15577953160878882,0.0003980632876180345
30000,F_vits_bv_rand_30000_s1,all,1325,-0.03615204934369273,0.18862922352372083,0.1971607031145147,4.5388836654068986e-13
30000,F_vits_bv_rand_30000_s1,noun,413,-0.06723961154147709,0.17313146921161546,0.1752036494311997,0.00035275755411256755
30000,F_vits_bv_rand_30000_s2,all,1273,-0.007037068561613678,0.8020196381547652,0.17119180522677072,7.996960575556007e-10
30000,F_vits_bv_rand_30000_s2,noun,417,0.07276938575552257,0.13841771074293682,0.1468809677433318,0.002672578025102244
30000,F_vits_bv_rand_30000_s3,all,1301,-0.03438358621030192,0.21538565193510997,0.18885968856160745,6.660842764726074e-12
30000,F_vits_bv_rand_30000_s3,noun,425,-0.03709222499469826,0.44618948059402375,0.17972175875667018,0.00019913888806692644
30000,F_vits_bv_rand_30000_s4,all,1327,-0.04635817066732569,0.09152363362519689,0.20549480668742626,4.135020033517378e-14
30000,F_vits_bv_rand_30000_s4,noun,427,-0.056054727855421094,0.24830957591454475,0.1926303402192059,6.2888208386488e-05
