scale,run,category,n_pairs,partial_model,p_model,partial_w2v,p_w2v
3000,F_vitl_bv_rand_3000_s0,all,207,-0.004473012978353154,0.9491219310695238,-0.027771501335357038,0.6919227997429972
3000,F_vitl_bv_rand_3000_s1,all,128,-0.07339291900551954,0.4122018143183828,0.00903750081802416,0.9196754800370012
3000,F_vitl_bv_rand_3000_s2,all,129,-0.12066334687666233,0.17486994551411436,0.07478234695982086,0.4015021275334158
3000,F_vitl_bv_rand_3000_s3,all,126,-0.1632857364937234,0.06883803289935787,0.104571688718198,0.24581010253674768
3000,F_vitl_bv_rand_3000_s4,all,128,0.11343341800674611,0.20415833508253045,-0.00838692369911728,0.9254404489623784
3000,F_vitl_bv_rand_3000_s5,all,113,-0.014752260998673397,0.8773099757283026,0.07964388834168161,0.40386237784254975
3000,F_vitl_bv_rand_3000_s6,all,98,-0.14847319637436776,0.14667062591694094,0.17819894923509916,0.08075704460503161
3000,F_vitl_bv_rand_3000_s7,all,123,-0.12915017344458612,0.15625789270002136,0.08479045495339775,0.35311014989949985
10000,F_vitl_bv_rand_10000_s0,all,771,-0.022429385568768997,0.5342988193443869,0.0323515975645414,0.3699875724706986
10000,F_vitl_bv_rand_10000_s0,noun,211,-0.02620936813861378,0.705722028102564,-0.08950604958308046,0.1963853280622554
10000,F_vitl_bv_rand_10000_s1,all,593,-0.023146978262581573,0.5740647350371172,0.04997148010116503,0.22472962647024453
10000,F_vitl_bv_rand_10000_s1,noun,135,0.041415069602124016,0.6346967601087797,-0.044575842513914166,0.6090550554784863
10000,F_vitl_bv_rand_10000_s2,all,603,-0.02268992017203675,0.5784656838838849,0.016937840472171752,0.6783266948557327
10000,F_vitl_bv_rand_10000_s2,noun,143,-0.022963088637304098,0.7861957083521806,-0.0664623541339948,0.43194971942491606
10000,F_vitl_bv_rand_10000_s3,all,609,-0.019868765408951255,0.6248719516462121,0.021527634551130895,0.5962575076636374
10000,F_vitl_bv_rand_10000_s3,noun,154,-0.06382251545186568,0.43317721786325036,-0.07764209234861537,0.34011162792732585
10000,F_vitl_bv_rand_10000_s4,all,602,0.013977614857730816,0.7323743986443212,0.025412199990499082,0.534079183278077
10000,F_vitl_bv_rand_10000_s4,noun,133,0.014218385737861265,0.8714544796166908,-0.07669340109720699,0.38209231516732983
10000,F_vitl_bv_rand_10000_s5,all,593,-0.07607329428002987,0.06435504974837127,0.022091320288640436,0.5916583279759056
10000,F_vitl_bv_rand_10000_s5,noun,146,0.05624244741662014,0.5016351121698145,-0.050382314470239956,0.5472973546201234
10000,F_vitl_bv_rand_10000_s6,all,572,-0.0006149164318273309,0.9883021523695098,0.06555684580914378,0.1176365270022124
10000,F_vitl_bv_rand_10000_s6,noun,136,-0.17437520704465737,0.0430998451798151,0.024366007400280165,0.7790812869499685
10000,F_vitl_bv_rand_10000_s7,all,607,0.010146896661042137,0.8031461125524795,0.039980705099562946,0.32581983879701343
10000,F_vitl_bv_rand_10000_s7,noun,139,0.10427601025743298,0.22354915812596524,-0.027395046659601883,0.7497632460299908
30000,F_vitl_bv_rand_30000_s0,all,1595,-0.007370033088965552,0.7687416923472083,0.157468193368342,2.59118618720061e-10
30000,F_vitl_bv_rand_30000_s0,noun,514,-0.008221155009125389,0.852637686246773,0.15640220307864633,0.00037697950873764765
30000,F_vitl_bv_rand_30000_s1,all,1325,0.04229902107507147,0.12396030962646017,0.19542258485995073,7.317951746309447e-13
30000,F_vitl_bv_rand_30000_s1,noun,413,0.018182304597340396,0.7128958959956339,0.17042464432455007,0.0005124146954716987
30000,F_vitl_bv_rand_30000_s2,all,1273,-0.003963862568751808,0.8876857538457623,0.1712086260039582,7.966141977850519e-10
30000,F_vitl_bv_rand_30000_s2,noun,417,0.0392358177242609,0.4247798332083434,0.14447574605801417,0.0031431313935572154
30000,F_vitl_bv_rand_30000_s3,all,1301,-0.013113832820935496,0.6366474154079389,0.18968790136153624,5.37096657498978e-12
30000,F_vitl_bv_rand_30000_s3,noun,425,-0.03738549928534021,0.44259982849616325,0.18057205739792453,0.00018548903735870524
30000,F_vitl_bv_rand_30000_s4,all,1327,0.005900814957399601,0.8300221438315398,0.20391371342949371,6.515753636728741e-14
30000,F_vitl_bv_rand_30000_s4,noun,427,-0.05546608250966546,0.2533198379566173,0.19338417894347126,5.877768785726357e-05
30000,F_vitl_bv_rand_30000_s5,all,1304,0.03294536483139141,0.23467070702024717,0.1796218879381135,6.54236320632932e-11
30000,F_vitl_bv_rand_30000_s5,noun,424,0.03519234648241356,0.47036730462122683,0.15848257172558664,0.0010733739764068157
30000,F_vitl_bv_rand_30000_s6,all,1312,0.05047163259249106,0.06771711714149758,0.1778664060710816,8.827511789911509e-11
30000,F_vitl_bv_rand_30000_s6,noun,439,0.05702805824497025,0.23362699789950692,0.1458368693818492,0.0022149069232219906
30000,F_vitl_bv_rand_30000_s7,all,1302,0.027807270363995523,0.31623704530859936,0.17273407228713095,3.5731050853451014e-10
30000,F_vitl_bv_rand_30000_s7,noun,430,0.018978962260180896,0.6950680947594838,0.1601505636091192,0.0008718278234353464
100000,F_vitl_bv_rand_100000_s0,all,2808,0.013151633467618603,0.48611065393957736,0.20599002944662048,2.8257348797202248e-28
100000,F_vitl_bv_rand_100000_s0,noun,1067,0.007326877261726492,0.8111501212698149,0.24080834848514127,1.5782414904206495e-15
100000,F_vitl_bv_rand_100000_s1,all,2540,0.01625636993268438,0.4129092733086898,0.22484468005203517,1.8411111496554992e-30
100000,F_vitl_bv_rand_100000_s1,noun,955,0.025969113122567812,0.42302243590489486,0.27201601758156957,1.2046128301867718e-17
100000,F_vitl_bv_rand_100000_s2,all,2520,0.018456392758545853,0.35447778250719647,0.228739234358518,2.9300194167105715e-31
100000,F_vitl_bv_rand_100000_s2,noun,960,0.016425077207347316,0.6114406105654414,0.26292983062630365,1.2547812151370766e-16
100000,F_vitl_bv_rand_100000_s3,all,2521,0.0007670922112115591,0.9692981017878256,0.2339188019875718,1.1512252569398377e-32
100000,F_vitl_bv_rand_100000_s3,noun,960,0.03911885595599542,0.22616176892202458,0.2749635690541986,4.261752036219725e-18
100000,F_vitl_bv_rand_100000_s4,all,2504,-0.018616565207279265,0.3518525169145146,0.21960533971939897,1.0330283180458363e-28
100000,F_vitl_bv_rand_100000_s4,noun,935,-0.062488954859293996,0.05625444324154472,0.2720902669123707,2.571887440686403e-17
100000,F_vitl_bv_rand_100000_s5,all,2507,0.02320844504228487,0.24548305113100705,0.224945059628454,4.1075470325865726e-30
100000,F_vitl_bv_rand_100000_s5,noun,960,0.029219370732886885,0.3660641821386911,0.2743579728910069,5.073329140840263e-18
100000,F_vitl_bv_rand_100000_s6,all,2567,0.03861700531092902,0.050471295370734075,0.2209193173254025,9.80255420500774e-30
100000,F_vitl_bv_rand_100000_s6,noun,961,0.012207884842341222,0.7056023908865133,0.2709323910232757,1.2977151692310712e-17
100000,F_vitl_bv_rand_100000_s7,all,2486,0.03393224435627447,0.09080803544339944,0.22477549048341883,7.866798253151808e-30
100000,F_vitl_bv_rand_100000_s7,noun,949,0.03997834691200762,0.21877752234080858,0.26753142798718255,5.3140993546755774e-17
300000,F_vitl_bv_rand_300000_s0,all,4131,0.04550308636188086,0.003445790205545605,0.23146534624698184,2.3361547455490777e-51
300000,F_vitl_bv_rand_300000_s0,noun,1610,0.039575406686267675,0.11254657588015969,0.2804237849435805,1.8530012747037575e-30
300000,F_vitl_bv_rand_300000_s1,all,3820,0.02424492330051489,0.13412834418150382,0.2511028750186059,5.345108416431602e-56
300000,F_vitl_bv_rand_300000_s1,noun,1505,0.06442771258380603,0.012450260753035217,0.29849556973166846,2.5022456476056184e-32
300000,F_vitl_bv_rand_300000_s2,all,3815,0.04034953253983834,0.012699459226839337,0.2503573634583525,1.3503499528096714e-55
300000,F_vitl_bv_rand_300000_s2,noun,1486,0.07882064401014226,0.002369077813909379,0.30320754532587574,5.963319896287836e-33
300000,F_vitl_bv_rand_300000_s3,all,3833,0.032137022463146106,0.04667387189519263,0.24400568592778998,4.666091295382433e-53
300000,F_vitl_bv_rand_300000_s3,noun,1476,0.02587830840599295,0.32061297482681833,0.30642238232314856,1.9532029913921745e-33
300000,F_vitl_bv_rand_300000_s4,all,3878,0.04328362474097921,0.0070288715602948235,0.24614714396874404,1.327972686571019e-54
300000,F_vitl_bv_rand_300000_s4,noun,1499,0.07027166363165929,0.006510672325857085,0.2966319915818349,8.293506962937685e-32
1000000,F_vitl_bv_rand_1000000_s0,all,5596,0.0976623017311719,2.4615248233671326e-13,0.3050507330786984,8.257150531803936e-121
1000000,F_vitl_bv_rand_1000000_s0,noun,2064,0.15086663236133196,5.669930265507597e-12,0.38518292108048874,6.077860312554837e-74
1000000,F_vitl_bv_rand_1000000_s1,all,5460,0.07430322504407394,3.8797773054479774e-08,0.3135859837718943,7.510768207242509e-125
1000000,F_vitl_bv_rand_1000000_s1,noun,2031,0.09404291324244887,2.1961850989953813e-05,0.4018068473570944,1.2654942018742415e-79
