family,seed,category,n,within,between,gap,null_mean,null_sd,null_lo,null_hi,p_perm,n_perm
F_vits_bv_base,0,animals,38,0.06918076425790787,0.01441820990294218,0.05476255342364311,1.0063963569700717e-05,0.0027149401337706156,-0.004677101993001998,0.005863706162199374,0.0,5000
F_vits_bv_base,0,food_drink,33,0.039392970502376556,0.003132222918793559,0.03626074641942978,4.840347161516547e-05,0.003081007405797857,-0.005446208780631423,0.006713586067780847,0.0,5000
F_vits_bv_base,0,vehicles,11,0.08588208258152008,0.016092529520392418,0.06978955119848251,0.0002865794328972697,0.008243262191594112,-0.01440943549387157,0.017807522090151906,0.0,5000
F_vits_bv_base,0,toys,14,0.02003263123333454,0.013731138780713081,0.00630149245262146,-2.6253782771527766e-05,0.006635880030853231,-0.01192063356284052,0.014028465957380816,0.1636,5000
F_vits_bv_base,0,clothing,16,0.034584831446409225,0.013799585402011871,0.020785246044397354,-3.4041383676230904e-05,0.005759234694019934,-0.01030238273087889,0.01210139743052421,0.0016,5000
F_vits_bv_base,0,body_parts,12,0.03142955154180527,0.00809831079095602,0.023331239819526672,3.368777213618159e-05,0.007375483802223592,-0.013386919582262635,0.015874985186383122,0.002,5000
F_vits_bv_base,0,household,32,0.014360077679157257,0.010332608595490456,0.0040274690836668015,6.776930252090097e-05,0.003111460462551631,-0.005436707334592938,0.0068520390894263915,0.101,5000
F_vits_bv_base,0,furniture_rooms,22,0.037961654365062714,0.011183938942849636,0.026777714490890503,2.4970789346843957e-05,0.004308543846280836,-0.0075589586980640885,0.0092950452119112,0.0,5000
F_vits_bv_base,0,outside,20,0.05221252515912056,0.013046436943113804,0.03916608914732933,-8.556725857779384e-05,0.004637338302246275,-0.008447287906892597,0.00978185029234737,0.0,5000
F_vits_bv_base,0,places,8,0.031566210091114044,0.01645524986088276,0.015110960230231285,-0.00012191892489790916,0.011108814385574447,-0.020473583554849028,0.02264020768925546,0.0866,5000
F_vits_bv_base,0,ALL,206,0.04342127591371536,0.011274292133748531,0.03214698284864426,2.6182550191879274e-05,0.0013316615884986444,-0.0024657863890752197,0.0027658201986923807,0.0,5000
F_vits_bv_base,1,animals,38,0.06278114020824432,0.014452232979238033,0.048328906297683716,-2.1200310438871382e-07,0.0026171229010928288,-0.004578265966847539,0.005593011341989031,0.0,5000
F_vits_bv_base,1,food_drink,33,0.04404846206307411,0.002572308760136366,0.04147615283727646,4.472234025597572e-05,0.0029821236109154074,-0.005355187226086855,0.006485290220007292,0.0,5000
F_vits_bv_base,1,vehicles,11,0.08232926577329636,0.013688447885215282,0.0686408206820488,0.00022149020684883,0.007971158948869789,-0.014297029422596096,0.01723271622322498,0.0,5000
F_vits_bv_base,1,toys,14,0.02276800014078617,0.012824205681681633,0.009943794459104538,2.233452470973134e-05,0.006325971971422432,-0.011217210302129388,0.013572861254215219,0.0638,5000
F_vits_bv_base,1,clothing,16,0.03424442559480667,0.013246127404272556,0.02099829912185669,-0.00010712532009929419,0.005566250105086393,-0.010265891184099018,0.011384677560999985,0.0012,5000
F_vits_bv_base,1,body_parts,12,0.036135874688625336,0.007791446056216955,0.028344428166747093,8.873590733855963e-06,0.007271618544402826,-0.0132205655798316,0.015043386211618768,0.0002,5000
F_vits_bv_base,1,household,32,0.01644609123468399,0.010684669949114323,0.005761421285569668,4.957169592380524e-05,0.003002916927360015,-0.005325306463055313,0.006737278425134711,0.039,5000
F_vits_bv_base,1,furniture_rooms,22,0.039450012147426605,0.012292119674384594,0.027157891541719437,7.695699594914913e-05,0.004116517117965416,-0.0075070021790452305,0.00868490419816224,0.0,5000
F_vits_bv_base,1,outside,20,0.04813540726900101,0.011854664422571659,0.03628074377775192,-9.385613705962896e-05,0.0045176175996357,-0.008239074354059994,0.009650575206615013,0.0,5000
F_vits_bv_base,1,places,8,0.04131116345524788,0.01671055518090725,0.02460060827434063,-7.88443781901151e-05,0.010800091571987476,-0.019762709783390165,0.022717278497293585,0.017,5000
F_vits_bv_base,1,ALL,206,0.04308599233627319,0.01099069882184267,0.0320952944457531,2.023396845906973e-05,0.0012564056095822425,-0.0024284060113132,0.002520000119693572,0.0,5000
F_vits_bv_base,2,animals,38,0.07799234986305237,0.015166355296969414,0.0628259927034378,3.833050578832626e-05,0.0030755496534238223,-0.00533800411503762,0.006705671967938535,0.0,5000
F_vits_bv_base,2,food_drink,33,0.04747704416513443,0.001654459279961884,0.04582258313894272,5.592824649065733e-05,0.0035346956439440023,-0.006011380930431187,0.007791735837236038,0.0,5000
