family,seed,category,n,within,between,gap,null_mean,null_sd,null_lo,null_hi,p_perm,n_perm
C8_dinov3l_grid4x4_base,0,animals,39,0.0758465975522995,0.010435105301439762,0.06541149318218231,-3.704151846468449e-05,0.002573476344446512,-0.00472669608425349,0.0054520556936040465,0.0,5000
C8_dinov3l_grid4x4_base,0,food_drink,35,0.048439204692840576,0.003637160873040557,0.044802043586969376,-1.230645515024662e-05,0.00291247706780893,-0.00526111894287169,0.00628018626011908,0.0,5000
C8_dinov3l_grid4x4_base,0,vehicles,11,0.09267106652259827,0.01312266942113638,0.07954839617013931,0.00018945079650729894,0.008031347843291623,-0.0138615581439808,0.017197593534365292,0.0,5000
C8_dinov3l_grid4x4_base,0,toys,16,0.026937326416373253,0.011591440998017788,0.015345885418355465,-5.5529701337218284e-05,0.00549748584911381,-0.010087847081013023,0.01152447815984485,0.007,5000
C8_dinov3l_grid4x4_base,0,clothing,19,0.0651421993970871,0.014025854878127575,0.05111634358763695,7.374873282387852e-05,0.004769572531483063,-0.008425447810441255,0.010276083042845123,0.0,5000
C8_dinov3l_grid4x4_base,0,body_parts,7,0.09875787794589996,0.0080350860953331,0.09072279185056686,0.0003390782894100994,0.012570711111162548,-0.021904436778277157,0.027164120133966175,0.0,5000
C8_dinov3l_grid4x4_base,0,household,31,0.02832426317036152,0.013133395463228226,0.015190867707133293,4.072641581296921e-05,0.0032254325850244875,-0.0056586732855066655,0.007093338621780275,0.0002,5000
C8_dinov3l_grid4x4_base,0,furniture_rooms,20,0.05836207792162895,0.015820704400539398,0.042541373521089554,-3.8517525419592855e-05,0.0045012892359020664,-0.008234920632094144,0.009374388679862003,0.0,5000
C8_dinov3l_grid4x4_base,0,outside,22,0.0470627062022686,0.007690278813242912,0.03937242925167084,-2.152456324547529e-05,0.004113541607463776,-0.007276294543407857,0.008502488490194082,0.0,5000
C8_dinov3l_grid4x4_base,0,places,7,0.009824241511523724,0.0118204141035676,-0.0019961725920438766,-0.00017039298303425312,0.012632553005910926,-0.02310744491405785,0.027093032840639308,0.534,5000
C8_dinov3l_grid4x4_base,0,ALL,207,0.054369211196899414,0.010528705082833767,0.04384050518274307,-1.4132814481854438e-06,0.001270650386085034,-0.002407047408632934,0.0025597125291824327,0.0,5000
C8_dinov3l_grid4x4_base,1,animals,39,0.07691576331853867,0.011752665042877197,0.06516309827566147,-9.369973465800285e-06,0.002603759499140015,-0.004648025659844279,0.005561875924468039,0.0,5000
C8_dinov3l_grid4x4_base,1,food_drink,35,0.04705960676074028,0.005201463121920824,0.04185814410448074,2.4303506687283514e-05,0.002907281695770487,-0.005137371201999486,0.006283668335527177,0.0,5000
C8_dinov3l_grid4x4_base,1,vehicles,11,0.08375439792871475,0.013581332750618458,0.07017306238412857,8.835137635469437e-06,0.007989544878353651,-0.014004801004193723,0.01662661018781363,0.0,5000
C8_dinov3l_grid4x4_base,1,toys,16,0.02930746041238308,0.013949215412139893,0.015358245000243187,3.0302002187818288e-05,0.005506453311064838,-0.00990096852183342,0.011615348281338807,0.0064,5000
C8_dinov3l_grid4x4_base,1,clothing,19,0.06655419617891312,0.014753365889191628,0.05180083215236664,4.12419511936605e-05,0.00476535366536895,-0.00863867588341236,0.010210280260071158,0.0,5000
C8_dinov3l_grid4x4_base,1,body_parts,7,0.09267807006835938,0.007087748497724533,0.08559031784534454,0.0001642393909394741,0.012527537956695626,-0.022058417927473782,0.026661412836983794,0.0,5000
C8_dinov3l_grid4x4_base,1,household,31,0.02962147630751133,0.013894432224333286,0.01572704315185547,6.109156468883157e-05,0.0032633634993612442,-0.0057897371472790836,0.006991633027791976,0.0002,5000
C8_dinov3l_grid4x4_base,1,furniture_rooms,20,0.058490652590990067,0.01599373295903206,0.04249691963195801,-8.520571710541844e-05,0.004534810160991215,-0.008372407546266914,0.009283699188381424,0.0,5000
C8_dinov3l_grid4x4_base,1,outside,22,0.04582776501774788,0.008636112324893475,0.03719165176153183,-5.2092129737138745e-05,0.004189887649053917,-0.0076306144474074244,0.00875523886643349,0.0,5000
C8_dinov3l_grid4x4_base,1,places,7,0.008553005754947662,0.012443543411791325,-0.0038905376568436623,-0.0003486012912821025,0.01259107351987232,-0.02349766851402819,0.026780421659350392,0.593,5000
C8_dinov3l_grid4x4_base,1,ALL,207,0.05444386228919029,0.01151843462139368,0.042925428599119186,8.767644502222539e-06,0.0012945023169559013,-0.0024492190219461917,0.0025691357441246492,0.0,5000
C8_dinov3l_grid4x4_base,2,animals,39,0.0716092512011528,0.009579713456332684,0.06202953681349754,1.463341759517789e-05,0.0024991758539113693,-0.004534350777976215,0.005288289836607864,0.0,5000
C8_dinov3l_grid4x4_base,2,food_drink,35,0.04772976040840149,0.00476884376257658,0.042960915714502335,1.3266892172396184e-05,0.002782661926588472,-0.005023105093277991,0.005776688456535331,0.0,5000
C8_dinov3l_grid4x4_base,2,vehicles,11,0.09055151790380478,0.01348283514380455,0.07706868648529053,0.00017445797910913826,0.0077882940451610245,-0.013841160223819315,0.016526694456115366,0.0,5000
